video_id,video_title,comment_id,text,author,likes,published_at,keyword,text_cleaned,text_length,word_count,sentiment_score,sentiment,sentiment_confidence,emotions,aspects,toxicity_label,toxicity_score,stance,intent,low_confidence_flag
oIfPfk_ZM3U,"Hasil Timnas U17 Indonesia Vs Honduras, Catat Sejarah Baru Garuda Asia Menang 2-1",UgyEQ30VY4Gwonk71f14AaABAg,Ayo timnas Indonesia kamu bisa,@Saulung-l5o,0,2025-11-11T05:14:34Z,Timnas Indonesia Piala Dunia,ayo timnas indonesia kamu,30,4,0.0,netral,0.0,['kecewa'],['pemain'],non-toxic,0.25,tidak_jelas,ajakan,True
oIfPfk_ZM3U,"Hasil Timnas U17 Indonesia Vs Honduras, Catat Sejarah Baru Garuda Asia Menang 2-1",Ugw1LOFXu1rdVDU1hLF4AaABAg,Selamat buat Timnas...semoga sukses juga dibabak berikutnya aamiin,@YantBondowoso,0,2025-11-10T23:47:16Z,Timnas Indonesia Piala Dunia,selamat buat timnas semoga sukses dibabak berikutnya aamiin,66,8,0.5,positif,0.5,['senang'],['pemain'],non-toxic,0.21999999999999997,pro,informasi,True
oIfPfk_ZM3U,"Hasil Timnas U17 Indonesia Vs Honduras, Catat Sejarah Baru Garuda Asia Menang 2-1",Ugxnq5cj5DevxKIKS3h4AaABAg,Respect adikku,@lidonriferta9411,0,2025-11-11T06:00:14Z,Timnas Indonesia Piala Dunia,respect adikku,14,2,0.0,netral,0.0,['kecewa'],['pemain'],non-toxic,0.27999999999999997,tidak_jelas,informasi,True
oIfPfk_ZM3U,"Hasil Timnas U17 Indonesia Vs Honduras, Catat Sejarah Baru Garuda Asia Menang 2-1",UgwiAQZOnjuRdprdKg14AaABAg,Gasss❤,@Uliennueha254,0,2025-11-11T00:25:59Z,Timnas Indonesia Piala Dunia,gasss,6,1,0.0,netral,0.0,['kecewa'],['pemain'],non-toxic,0.29,tidak_jelas,informasi,True
oIfPfk_ZM3U,"Hasil Timnas U17 Indonesia Vs Honduras, Catat Sejarah Baru Garuda Asia Menang 2-1",UgzaWn0XpnWd3e4fBlR4AaABAg,Hadeeeeeh amsyong,@FajarSigitKusumajaya,0,2025-11-11T04:06:12Z,Timnas Indonesia Piala Dunia,hadeeeeeh amsyong,17,2,0.0,netral,0.0,['kecewa'],['pemain'],non-toxic,0.27999999999999997,tidak_jelas,informasi,True
oIfPfk_ZM3U,"Hasil Timnas U17 Indonesia Vs Honduras, Catat Sejarah Baru Garuda Asia Menang 2-1",UgxH4Aie8ovc6DDSwdJ4AaABAg,"Timnas mainya tarkam, pasing lepas trus😂😂",@erixonjpurba2479,0,2025-11-11T00:24:28Z,Timnas Indonesia Piala Dunia,timnas mainya tarkam pasing lepas trus,41,6,0.0,netral,0.0,['kecewa'],['pemain'],non-toxic,0.24,tidak_jelas,informasi,True
oIfPfk_ZM3U,"Hasil Timnas U17 Indonesia Vs Honduras, Catat Sejarah Baru Garuda Asia Menang 2-1",UgzvTVqFixkUnIorPH94AaABAg,"Walaupun menang tetap saja pulang lebih awal & nangis2 😂 yang menang banyak pelatih nova & mafia pssi, yang menitipkan pemain anak gawang pake duit dari para mafia di pssi, jelas pemainnya hanya wajah2 lama yang sering kalah, kan masih banyak talenta2 muda di bumi nusantara ini yang bagus2 mereka tersingkirkan para pemain titipan duit ke pelatih dari para mafia di PSSI yang benar2 sangat tidak bermutu sama sekali, jadi nama negara di kancah internasional jadi sangat buruk",@PTPNI-dl7rn,0,2025-11-11T03:56:59Z,Timnas Indonesia Piala Dunia,walaupun menang tetap saja pulang awal nangis2 menang pelatih nova mafia pssi menitipkan pemain anak gawang pake duit mafia pssi jelas pemainnya hanya wajah2 lama sering kalah kan talenta2 muda bumi nusantara bagus2 tersingkirkan pemain titipan duit pelatih mafia pssi benar2 bermutu sama sekali jadi nama negara kancah internasional jadi buruk,476,51,-0.25,negatif,0.25,['kecewa'],"['manajemen', 'pelatih', 'pemain', 'PSSI']",non-toxic,0.1,kontra,komplain,True
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,Ugzj0OsH2UTQX907Ryx4AaABAg,"Selamat YOUNG GARUDA kalian tunas muda BANGSA PENUH SEMANGAT PATRIOTISME,, #👍 🇮🇩🇮🇩🇮🇩💪💪💪🔥🔥🔥🔥",@StefanusTualena,13,2025-11-10T17:08:46Z,Timnas Indonesia Piala Dunia,selamat young garuda kalian tunas muda bangsa penuh semangat patriotisme,91,10,0.5,positif,0.5,"['bangga', 'senang']",['pemain'],non-toxic,0.18,pro,ajakan,True
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,Ugx-5ZbKJDr39YJW43p4AaABAg,Mantap min👍 kasih tahu Erick Tahir min utk pelatih senior dak usah jauh2 ke Belando belajar saja sama Nova cukup produk dlm negeri saja 😃😃,@ibnuhajar2652,8,2025-11-10T22:20:09Z,Timnas Indonesia Piala Dunia,mantap min kasih tahu erick tahir min pelatih senior dak usah jauh2 belando belajar saja sama nova cukup produk dlm negeri saja,138,22,0.5,positif,0.5,['senang'],['pelatih'],non-toxic,0.1,pro,informasi,True
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgxovhoWK1HbRcz4Nw54AaABAg,"Garuda muda top dan keren, ET ambil keuntungan buat dirinya utk kursi PSSI, 
tapi ET hrs out,",@TitiWahyuSoekarno,7,2025-11-10T18:15:27Z,Timnas Indonesia Piala Dunia,garuda muda top keren ambil keuntungan buat dirinya kursi pssi tapi hrs out,93,13,0.5,positif,0.5,['bangga'],"['manajemen', 'PSSI']",non-toxic,0.12999999999999998,pro,informasi,True
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgwRz1kQgCWBrpvC2m54AaABAg,"Ini membuktikan pelatih indonesia juga hebat ,ngga pasti pelatih luar negri bisa menyatu sama pemainya",@darto8752,8,2025-11-10T17:08:12Z,Timnas Indonesia Piala Dunia,membuktikan pelatih indonesia hebat ngga pasti pelatih luar negri menyatu sama pemainya,102,12,0.5,positif,0.5,['senang'],"['pelatih', 'pemain']",non-toxic,0.15,pro,informasi,True
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,Ugyj3N8tS7eNs-eq39t4AaABAg,"Terimakasih ade2 timnas U17,yg sudah memenangkan pertandingan vs Honduras.Seandainya dalam setiap pertandingan timnas U17,disiarkan langsung oleh televisi Nasional,saya yakin dan percaya,ketika Vs Sambia,timnas U17 bisa bermain lebihbaik, semangat lagi dan bisa menang & ketika VS Brasil bisa mengurangi score kekalahan.Karena jika disiarkan secara langsung,maka jutaan rakyat Indonesia menonton,sambil mendoakan dan dgn adanya siaran langsung,ade2 timnas mentalnya terangkat dan  pasti bermain lebih baik,lebih semangat lagi,karena ditonton oleh jutaan rakyat Indonesia.Ini menjadi satu pelajaran kedepan,agar setiap pertandingan dunia seperti ini,disiarkan langsung,agar menambah motivasi bagi yg bertanding dan jutaan rakyat Indonesia ikut menonton,sambil mendoakan,agar bisa menang.Semoga ada mujizat,sehingga ade2 timnas bisa lolos ke babak berikutnya.Sukses terus kedepannya ade2 timnas U17.Allah senantiasa memberkati kalian semua.",@innaboleng3685,0,2025-11-11T05:52:10Z,Timnas Indonesia Piala Dunia,terimakasih ade2 timnas u17 memenangkan pertandingan honduras seandainya pertandingan timnas u17 disiarkan langsung televisi nasional yakin percaya ketika sambia timnas u17 bermain lebihbaik semangat lagi menang ketika brasil mengurangi score kekalahan karena jika disiarkan secara langsung maka jutaan rakyat indonesia menonton sambil mendoakan adanya siaran langsung ade2 timnas mentalnya terangkat pasti bermain baik semangat lagi karena ditonton jutaan rakyat indonesia menjadi satu pelajaran kedepan agar pertandingan dunia seperti disiarkan langsung agar menambah motivasi bagi bertanding jutaan rakyat indonesia ikut menonton sambil mendoakan agar menang semoga mujizat sehingga ade2 timnas lolos babak berikutnya sukses terus kedepannya ade2 timnas u17 allah senantiasa memberkati kalian,938,102,0.8,positif,0.8,['senang'],['pemain'],non-toxic,0.1,pro,ajakan,False
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,Ugz5Egzwrfh3qXPL5gd4AaABAg,Ini bukti nyata pelatih  kusnofa bisa menunjukan u 17 yg di bawa kusnofa  bawa kemajuan yg sangat baik  dan bawa mendunia .semoga  pssi u 17 sll bersinar .,@MuhamadIrham-ix2kz,1,2025-11-10T17:24:39Z,Timnas Indonesia Piala Dunia,bukti nyata pelatih kusnofa menunjukan bawa kusnofa bawa kemajuan baik bawa mendunia semoga pssi sll bersinar,155,16,0.5,positif,0.5,['senang'],"['manajemen', 'pelatih', 'PSSI']",non-toxic,0.1,pro,informasi,True
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgxrJPGG2swaFbwmzdN4AaABAg,Pak Erik sikapnya memang berkarakter tenang tapi untuk menuju kemenangan,@Feby-f4m,1,2025-11-10T21:04:54Z,Timnas Indonesia Piala Dunia,pak erik sikapnya memang berkarakter tenang tapi menuju kemenangan,72,9,0.0,netral,0.0,['kecewa'],['pemain'],non-toxic,0.19999999999999998,tidak_jelas,informasi,True
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgyO_PiRy4O_09grakJ4AaABAg,Kemungkinan besar apa bila sty GK diganti pelatih time senior pasti lolos piala dunia,@bucer-s9r,4,2025-11-10T17:01:44Z,Timnas Indonesia Piala Dunia,kemungkinan besar apa bila sty diganti pelatih time senior pasti lolos piala dunia,85,13,0.0,netral,0.0,['kecewa'],['pelatih'],non-toxic,0.15999999999999998,tidak_jelas,informasi,True
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,Ugzm2uIWBjwB9PRhgml4AaABAg,"Aku nonton ini sambil senyum-senyum sendiri,💦ℙℝ𝕆𝔹𝔼𝕋855💦Vibes-nya positif,cara ngomongmu ramah banget, dan yang jelas... nggak ngebosenin! Ini tipe konten yang bisa ditonton berulang-ulang tanpa bikin jenuh. Terima kasih udah nyebarin energi baik. Semoga kamu selalu dilimpahi ide-ide hebat kayak gini terus ya!🀄💯",@Chaubinhnlast-i6d,0,2025-11-10T19:24:21Z,Timnas Indonesia Piala Dunia,nonton sambil senyum senyum sendiri ℙℝ𝕆𝔹𝔼𝕋855 vibes positif cara ngomongmu ramah banget jelas nggak ngebosenin! tipe konten ditonton berulang ulang tanpa bikin jenuh terima kasih nyebarin energi baik semoga kamu selalu dilimpahi ide ide hebat kayak gini terus ya!,312,39,0.75,positif,0.75,['senang'],['pemain'],non-toxic,0.1,pro,ajakan,False
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgzDoiBDIeLMXrxaZHp4AaABAg,"YA MUDAH2AN SAJA BERLANJUT,MASIH ADA HARAPAN",@SumantoManto-v5e,3,2025-11-10T16:45:35Z,Timnas Indonesia Piala Dunia,mudah2an saja berlanjut harapan,44,4,-0.5,negatif,0.5,['kecewa'],['pemain'],non-toxic,0.24,kontra,informasi,True
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgwKWELePbsRmVNVgk14AaABAg,"seandai nya pun garuda indo lolos ke babak 32 besar ,cukup berat jg sih ,karna yg sdh lolos semua negara terlalu kuat semuanya buat garuda muda,dan akan berhadapan salah satu juara grub, namun sdh luar biasa perjuangannya selamat atas kemenangan nya❤❤.",@Robinnababan-w8i,0,2025-11-11T02:02:29Z,Timnas Indonesia Piala Dunia,seandai pun garuda indo lolos babak besar cukup berat sih karna sdh lolos negara terlalu kuat semuanya buat garuda muda berhadapan salah satu juara grub namun sdh luar biasa perjuangannya selamat atas kemenangan,252,33,0.5,positif,0.5,['bangga'],['pemain'],non-toxic,0.1,pro,informasi,True
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,Ugyo0eci1RZ_qnwTlUl4AaABAg,Salut dengan Nova Arianto dan pemain Garuda muda doa kami selalu menyertai kalian,@SumardiSandupa-xn1jv,0,2025-11-11T01:57:49Z,Timnas Indonesia Piala Dunia,salut nova arianto pemain garuda muda doa selalu menyertai kalian,81,10,0.5,positif,0.5,['bangga'],['pemain'],non-toxic,0.16999999999999998,pro,informasi,True
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgwKWEprzWSSeBQOPBt4AaABAg,"Alhamdulillah.....
Semangat terus Garuda muda
Bravo Garuda muda....
Bravo coach Nova ....
Semoga makin terbang tinggi....💪💪💪🙏",@SriLasminingwari,0,2025-11-11T03:53:57Z,Timnas Indonesia Piala Dunia,alhamdulillah semangat terus garuda muda bravo garuda muda bravo coach nova semoga makin terbang tinggi,125,15,0.5,positif,0.5,"['bangga', 'senang']",['pelatih'],non-toxic,0.13999999999999999,pro,ajakan,True
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,Ugx1rWg_DXpVIzWj7dl4AaABAg,"02:03 Subhanallah,🆗ℙℝ𝕆𝔹𝔼𝕋855🆗bikin takjub! Visualnya kece, ceritanya mengalir penuh makna, dan kemenangannya bikin hati berbunga. Pengalaman yang nggak terlupakan!🀄💯",@Phancuongrsyrc-b1n,0,2025-11-10T19:24:19Z,Timnas Indonesia Piala Dunia,subhanallah ℙℝ𝕆𝔹𝔼𝕋855 bikin takjub! visualnya kece ceritanya mengalir penuh makna kemenangannya bikin hati berbunga pengalaman nggak terlupakan!,165,17,0.0,netral,0.0,['kecewa'],['pemain'],non-toxic,0.12,tidak_jelas,informasi,True
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgwFjSuoEDV1a3TPR4F4AaABAg,"Terima kasih udah bikin video sekeren ini,️💦ℙℝ𝕆𝔹𝔼𝕋855💦aku merasa dapet banyak banget insight baru. Topik yang diangkat relevan banget sama kondisi sekarang, dan penyampaiannya juga gak lebay. Jangan berhenti ya bikin konten sebermakna ini!🀄💯",@Trinhtuanbihqw-w1j,0,2025-11-10T19:21:41Z,Timnas Indonesia Piala Dunia,terima kasih bikin video sekeren ℙℝ𝕆𝔹𝔼𝕋855 merasa dapet banget insight baru topik diangkat relevan banget sama kondisi sekarang penyampaiannya lebay jangan berhenti bikin konten sebermakna ini!,241,26,0.0,netral,0.0,['kecewa'],['pemain'],non-toxic,0.1,tidak_jelas,informasi,True
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgwX0ffgtjfL7pBF_iV4AaABAg,"Alhamdulillah Garuda terbang melayang semangat Garudaku bikin bangga Rakyat lndonesia, bravo..bravo ..bravo👍👍👍",@HerwansyaHerwansya,0,2025-11-11T03:22:29Z,Timnas Indonesia Piala Dunia,alhamdulillah garuda terbang melayang semangat garudaku bikin bangga rakyat lndonesia bravo bravo bravo,110,13,0.6666666666666666,positif,0.6666666666666666,"['bangga', 'senang']",['pemain'],non-toxic,0.18,pro,ajakan,False
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,Ugw9VHJi-sdEBUx-ydF4AaABAg,Jangan lupa BONUS untuk pemain dn para punggawanya pak Tohiir .... dan tv ind jangan BUNGKAM !!!,@achmadmiftah7583,0,2025-11-11T06:16:21Z,Timnas Indonesia Piala Dunia,jangan lupa bonus pemain punggawanya pak tohiir ind jangan bungkam !!!,96,11,0.0,netral,0.0,['kecewa'],['pemain'],non-toxic,0.12999999999999998,tidak_jelas,informasi,True
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgzgbGMwTOwLmo0spbh4AaABAg,"00:30 Wow,💦ℙℝ𝕆𝔹𝔼𝕋855💦beda banget! Ceritanya mengalir, visualnya kece!🀄💯",@Huynhbinhwiezk-l4s,0,2025-11-10T19:24:23Z,Timnas Indonesia Piala Dunia,wow ℙℝ𝕆𝔹𝔼𝕋855 beda banget! ceritanya mengalir visualnya kece!,71,8,0.0,netral,0.0,['kecewa'],['pemain'],non-toxic,0.22999999999999998,tidak_jelas,informasi,True
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgwJeq70FJ0qU-408LB4AaABAg,"Ga perlu pemai naturalisasi yg banyak, percumah klw ga cerdas bermainya saat bertanding, cukup pemain ini saja yg di latih terus sampai mateng, semangat garuda muda 17, bertekatlah sampai tercapai & terwujud cita2 utk jadi persepakbola yg di unggulkan buat bangsa mu,",@mettybundazahra889,0,2025-11-11T00:45:41Z,Timnas Indonesia Piala Dunia,pemai naturalisasi percumah klw cerdas bermainya saat bertanding cukup pemain saja latih terus sampai mateng semangat garuda muda bertekatlah sampai tercapai terwujud cita2 jadi persepakbola unggulkan buat bangsa,267,28,0.5,positif,0.5,"['bangga', 'senang']",['pemain'],non-toxic,0.1,pro,ajakan,True
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgzdmtamSE9azEMGSzl4AaABAg,"Jogja hadir nyimak boss,🆗ℙℝ𝕆𝔹𝔼𝕋855🆗konten ini bikin ketagihan!🀄💯",@Trantuanjttmi-g4n,0,2025-11-10T19:24:15Z,Timnas Indonesia Piala Dunia,jogja hadir nyimak boss ℙℝ𝕆𝔹𝔼𝕋855 konten bikin ketagihan!,64,8,0.0,netral,0.0,['kecewa'],['pemain'],non-toxic,0.22999999999999998,tidak_jelas,informasi,True
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,Ugys1wPOqPJXxkAfY6l4AaABAg,"Keren parah,💦ℙℝ𝕆𝔹𝔼𝕋855💦Pengen nonton ulang. Salut!🀄💯",@Phanthanhaipuj-z9u,0,2025-11-10T19:21:38Z,Timnas Indonesia Piala Dunia,keren parah ℙℝ𝕆𝔹𝔼𝕋855 pengen nonton ulang salut!,52,7,0.5,positif,0.5,['bangga'],['pemain'],non-toxic,0.25,pro,informasi,True
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,Ugx-KUUYZluwkpLJY7p4AaABAg,"Yang udah nonton asii tuh beneran kata orang orang,💦ℙℝ𝕆𝔹𝔼𝕋855💦beneran memuaskan!🀄💯",@Huynhhuongzdknz-q8w,0,2025-11-10T19:24:22Z,Timnas Indonesia Piala Dunia,nonton asii tuh beneran kata orang orang ℙℝ𝕆𝔹𝔼𝕋855 beneran memuaskan!,82,10,0.0,netral,0.0,['kecewa'],['pemain'],non-toxic,0.19999999999999998,tidak_jelas,informasi,True
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgyqkgpxCKqwqNHgvjB4AaABAg,"Keren parah,🆗ℙℝ𝕆𝔹𝔼𝕋855🆗Pengen nonton ulang!🀄💯",@Chautruongmzbrb-w2u,0,2025-11-10T19:24:19Z,Timnas Indonesia Piala Dunia,keren parah ℙℝ𝕆𝔹𝔼𝕋855 pengen nonton ulang!,45,6,0.5,positif,0.5,['senang'],['pemain'],non-toxic,0.26,pro,informasi,True
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgyJLj8sG6n6jUaXrsd4AaABAg,Gak ada yang ngalahin reaction ini! 🏆💎 𝗧𝗞𝗣𝟲𝟮!,@Phanquocxxdbg-x6h,0,2025-11-10T18:40:21Z,Timnas Indonesia Piala Dunia,ngalahin reaction ini! 𝗧𝗞𝗣𝟲𝟮!,45,4,0.0,netral,0.0,['kecewa'],['pemain'],non-toxic,0.21999999999999997,tidak_jelas,informasi,True
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgzAqKPrMf3muL7gXyZ4AaABAg,𝗧𝗞𝗣𝟲𝟮 bikin luar biasa! Tiap detik penasaran. Sukses! 🌟,@Duongquocbwezd-e1d,0,2025-11-10T18:40:25Z,Timnas Indonesia Piala Dunia,𝗧𝗞𝗣𝟲𝟮 bikin luar biasa! tiap detik penasaran sukses!,55,8,0.0,netral,0.0,['kecewa'],['pemain'],non-toxic,0.21,tidak_jelas,informasi,True
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,Ugw5nZSi9Uij14ConoR4AaABAg,Ntar si erik ngaku2 ini hasil kerja dia,@rasemi2794,1,2025-11-10T17:54:32Z,Timnas Indonesia Piala Dunia,ntar erik ngaku2 hasil kerja,39,5,0.0,netral,0.0,['kecewa'],['pemain'],non-toxic,0.21999999999999997,tidak_jelas,informasi,True
