video_id,video_title,comment_id,text,author,likes,published_at,keyword
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgyJLj8sG6n6jUaXrsd4AaABAg,Gak ada yang ngalahin reaction ini! 🏆💎 𝗧𝗞𝗣𝟲𝟮!,@Phanquocxxdbg-x6h,0,2025-11-10T18:40:21Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgzAqKPrMf3muL7gXyZ4AaABAg,𝗧𝗞𝗣𝟲𝟮 bikin luar biasa! Tiap detik penasaran. Sukses! 🌟,@Duongquocbwezd-e1d,0,2025-11-10T18:40:25Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,Ugw5nZSi9Uij14ConoR4AaABAg,Ntar si erik ngaku2 ini hasil kerja dia,@rasemi2794,1,2025-11-10T17:54:32Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgxDyhRN-NsbbwFBVOJ4AaABAg,Pak. Erick. Pelatih. Nova. Pelatih. Hebat. BerkuwAlitas. Dunia. Sanggup. Bertarung. Dilevel. Dunia. Harus. Dijaga. Jangan. Sampai. Dikotak. Katik. Ya. Pak. Erick. Oke❤,@abcdefg-n3f8c,0,2025-11-10T17:47:27Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgzzKMZTXaurHjBHjgB4AaABAg,"Asli deh, ⭐𝗧𝗞𝗣𝟲𝟮⭐ sama konten lo sama-sama bikin betah! 🏠",@Doanphuongfdecc-l1y,0,2025-11-10T18:40:25Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgwbsZr_o4Fyb2FLrNp4AaABAg,4:22 Hadir menyimak Semangat..!!🆗ℙℝ𝕆𝔹𝔼𝕋855🆗,@Hoangquocksogl-e2h,0,2025-11-10T19:21:34Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgxAZ9GaVf389xclDmV4AaABAg,𝗧𝗞𝗣𝟲𝟮 Bikin senyum sendiri!,@Dangtuantyvog-t1x,0,2025-11-10T18:40:14Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgzXxxQO3fI1nky6PjZ4AaABAg,Pelatih Nova Arianto panggil kiper keturunan pemain Eropa &bek Brazil welber jardim gelandang bertahan&serang keturunan pemain Eropa& sayap kanan&kiri keturunan pemain Eropa&penyerang depan keturunan pemain Eropa timnas U-17 Indonesia juara piala,@WandaSuyendi-y8b2l,0,2025-11-10T17:55:45Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgzXeMJHVcdgv6Ey2zd4AaABAg,"Kami senang timnas menang. Walau itu dgn susah payah akhirnya bisa menyarangkan bola. Harusnya lebih dari dua gol. Namun kiper honduras mampu meredam peluang gol timnas. Mengapa? Krn setiap pemain timnas tak punya tendangan keras bola datar. Seandainya ada satu dua pemain punya skill spt itu, timnas akan jadi momok dlm event ini.",@SigfriedDaullu,0,2025-11-10T21:57:23Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgxXvpGAk95WVRAX9nB4AaABAg,"Gak ada yang bisa ngalahin video kita Kalau Lapar itu makan , kalau haus itu minum tapi kalau ga-cor itu di🆗ℙℝ𝕆𝔹𝔼𝕋855🆗",@Truonghuongfidmo-y3j,0,2025-11-10T19:24:17Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgyxtWbC5zyCwD1rp-l4AaABAg,"Timnas kita yg mudah2 mulai menuju perkembangan pesat. Tinggal mejaga dan dikembangkn terus..ketua pssi erick tohir jng kw rombak2 pengurus dan pelatih di timnas 17,Yang ad malah hancur ntr kyk timnas senior kw rombak2 pelatih ny dan pengurus2 ny. Dengar kw Eric tohir",@morocaem2260,0,2025-11-11T03:11:30Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgzHH_jAka14RuVobRF4AaABAg,Mana suaranya bung towel...,@Chalkovnash,0,2025-11-10T17:34:05Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,Ugzi4qRDc960rb5WDKp4AaABAg,"Selamat buat Garuda muda,the best",@bangmasdi5740,0,2025-11-10T23:44:32Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgzpiOMwCk4m1pK7hyF4AaABAg,"Giliran menang erktohir selalu dielu""kan, giliran keputusannya congkak ganti pelatih seolah""gakmau bertgung jawab dsar 😂😂😂😂😂",@MusrizalRizal-xw5lq,0,2025-11-10T17:14:09Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgxwNjibzl7pmowEpK94AaABAg,Seharusnya ET buka mata lahir bathinnya ..coach Nova Arianto titisan STY membuktikan ilmu yang diperoleh dari coach Shin Tae Yong... jadi apanya yang salah ... justru ET malah mengesampingkan coach Shin Tae Yong dari teamnas Garuda Indonesia,@r.djukardi9861,0,2025-11-11T01:40:57Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgzOKJ0pQAV5x0E18hN4AaABAg,Semoga Indonesia lolos,@qusairimansur-m6e,0,2025-11-10T17:38:12Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,Ugy2gWF-EJ10F6MbToF4AaABAg,"Timnas Garuda U17 hebat, Nova Arianto hebat.",@didieksagita,0,2025-11-11T01:50:46Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,Ugw0QnNacsDvU8P_14d4AaABAg,"Maju trus pak ET.. Prestai sepak bola bukan diRaih dengan mudah, pembenahan sana sini, bangun Fondasi yg kuat..",@meskeJoh,1,2025-11-10T18:18:11Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,Ugy0JUMDsj6rgtK85AB4AaABAg,Akhirnya pulang lebih awal😂,@shiome9709,0,2025-11-11T00:07:40Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,Ugz81IlP16jDoqMctsp4AaABAg,"Jelas semangat karena menang wdldu skor tipis,1:2tapusudsh merasa bangga krma bermain fipildunis.",@RealmeCeee4,0,2025-11-11T01:20:06Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgyOiWK0CEz9WEy3aw54AaABAg,Mental kita mental koruptor,@HpBarulagi-q5b,1,2025-11-10T18:57:24Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgxufWhjEjrU_yBHArd4AaABAg,"Pelarig indonesia jedepan
Pelatih utama...S.T.Y
Pelatih.U.23....indra
Pelatih.U17....Nova
❤❤❤❤❤❤❤❤❤",@dedirusnadi7587,0,2025-11-11T01:12:16Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgwmXFwNZR2xSg17ENd4AaABAg,🇲🇨👍👍👍👍,@AbdullahWafa-qg4ee,1,2025-11-10T22:46:17Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgyqtcNaiwziqOgbTPF4AaABAg,Pak Erick Tohir tolong dong jangan di pulau Jawa saja yg di perhatikan.nun jauh disana Papua banyak pemain2 berbakat yg tak terpantau.dr segi mental.skill.udah ga perlu di sangsikan.beda banget sama orang jawa.mental nya ciut.tolong pak Erick dan juga pelatih lokal seperti bung is hnya cuma di level asia tenggara.dia pun hnya bisa melatih pemain2 yg sudah jd,@HendroSuseno-u5n7m,0,2025-11-11T02:40:46Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgyzhRflhrGb0ffDATF4AaABAg,DENGER2....PATRICK KLUIVERT INGIN MELATIH U-5 TAHUN DARI REKOMENDASI ET N THE GANG. WALLAHU ALAM ....,@supriyanto-hf8wj,0,2025-11-11T02:33:46Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,Ugz9Wko5MycbwFsycpJ4AaABAg,Towal towel towal towel… mana suara lu…,@cakpiichannel555,0,2025-11-10T17:40:24Z,Timnas Indonesia Piala Dunia
0uYJ7Ve0JPs,🔴 Hasil Pertandingan Timnas U17 vs Honduras U17 2-1 !! Erick Buat Keputusan Begini,UgwBRTw2jXtM1ItlTDJ4AaABAg,Pelatih nova ada lah ilmu sty bagus di siplin  keras  .pelatih harus seperti itu harus di siplin  nova bagus,@amrunbojes3070,0,2025-11-11T02:28:04Z,Timnas Indonesia Piala Dunia
